event_id,tenant_id,tenant_name,industry,user_id,event_timestamp,event_type,status,region,event_count,amount
10078,T003,Cloudserve,SaaS,T003_U03,2026-03-02 14:30:00,Order,Success,West,2.0,426.4
10079,T003,Cloudserve,SaaS,T003_U04,2026-02-06 07:30:00,Payment,Success,North,1.0,224.79
10080,T003,Cloudserve,SaaS,T003_U04,2026-01-30 12:15:00,Api_Call,Success,North,4.0,0.0
10081,T003,Cloudserve,SaaS,T003_U04,2026-02-22 10:45:00,Report_View,Success,South,1.0,0.0
10082,T003,Cloudserve,SaaS,T003_U05,2026-02-19 18:00:00,Export,Success,West,1.0,0.0
10083,T003,Cloudserve,SaaS,T003_U05,2026-01-01 11:30:00,Report_View,Success,South,1.0,0.0
10084,T003,Cloudserve,SaaS,T003_U05,2026-03-04 07:30:00,Report_View,Success,North,1.0,0.0
10085,T003,Cloudserve,SaaS,T003_U05,2026-02-19 10:45:00,Api_Call,Success,West,2.0,0.0
10086,T003,Cloudserve,SaaS,T003_U05,2026-03-21 17:00:00,Report_View,Failed,North,1.0,0.0
10087,T003,Cloudserve,SaaS,T003_U05,2026-01-11 20:45:00,Order,Success,South,1.0,405.03
10088,T003,Cloudserve,SaaS,T003_U06,2026-01-28 14:30:00,Payment,Success,East,1.0,1132.97
10089,T003,Cloudserve,SaaS,T003_U06,2026-02-23 08:00:00,Report_View,Success,North,1.0,0.0
10090,T003,Cloudserve,SaaS,T003_U06,2026-02-14 07:00:00,Api_Call,Success,North,2.0,0.0
10091,T003,Cloudserve,SaaS,T003_U06,2026-01-26 00:15:00,Order,Success,West,1.0,854.67
10092,T003,Cloudserve,SaaS,T003_U06,2026-01-28 14:30:00,Payment,Success,North,1.0,1171.13
10093,T003,Cloudserve,SaaS,T003_U07,2026-02-09 03:00:00,Payment,Failed,West,1.0,607.05
10094,T003,Cloudserve,SaaS,T003_U07,2026-01-26 02:15:00,Login,Success,North,1.0,0.0
10095,T003,Cloudserve,SaaS,T003_U07,2026-03-14 01:30:00,Export,Success,East,1.0,0.0
10096,T003,Cloudserve,SaaS,T003_U07,2026-01-09 16:30:00,Login,Success,North,1.0,0.0
10097,T003,Cloudserve,SaaS,T003_U08,2026-02-25 11:45:00,Api_Call,Success,West,2.0,0.0
10098,T003,Cloudserve,SaaS,T003_U08,2026-03-08 20:30:00,Export,Failed,West,1.0,0.0
10099,T003,Cloudserve,SaaS,T003_U08,2026-03-01 13:30:00,Payment,Success,North,1.0,432.81
10100,T003,Cloudserve,SaaS,T003_U09,2026-02-01 14:45:00,Payment,Success,West,1.0,1279.41
10101,T003,Cloudserve,SaaS,T003_U09,2026-01-24 15:15:00,Payment,Success,East,1.0,433.89
10102,T003,Cloudserve,SaaS,T003_U09,2026-03-18 22:30:00,Export,Success,South,1.0,0.0
10103,T003,Cloudserve,SaaS,T003_U09,2026-01-11 07:45:00,Report_View,Failed,South,1.0,0.0
10104,T003,Cloudserve,SaaS,T003_U09,2026-03-30 15:45:00,Report_View,Success,North,1.0,0.0
10105,T003,Cloudserve,SaaS,T003_U09,2026-02-07 07:45:00,Api_Call,Success,East,5.0,0.0
10106,T004,Nova Health,Healthcare,T004_U01,2026-03-02 17:30:00,Report_View,Failed,East,1.0,0.0
10107,T004,Nova Health,Healthcare,T004_U01,2026-02-15 22:45:00,Payment,Success,East,1.0,361.2
10108,T004,Nova Health,Healthcare,T004_U01,2026-01-25 10:00:00,Api_Call,Failed,South,2.0,0.0
10109,T004,Nova Health,Healthcare,T004_U01,2026-01-28 23:45:00,Payment,Failed,East,1.0,1471.16
10110,T004,Nova Health,Healthcare,T004_U01,2026-01-25 09:15:00,Payment,Success,East,1.0,40.94
10111,T004,Nova Health,Healthcare,T004_U02,2026-02-05 01:00:00,Export,Success,South,1.0,0.0
10112,T004,Nova Health,Healthcare,T004_U02,2026-03-23 15:00:00,Login,Failed,East,1.0,0.0
10113,T004,Nova Health,Healthcare,T004_U02,2026-03-02 15:45:00,Payment,Success,North,1.0,393.67
10114,T004,Nova Health,Healthcare,T004_U02,2026-03-03 03:00:00,Report_View,Success,North,1.0,0.0
10115,T004,Nova Health,Healthcare,T004_U03,2026-01-20 04:30:00,Login,Success,North,1.0,0.0
10116,T004,Nova Health,Healthcare,T004_U03,2026-03-13 13:15:00,Export,Success,West,1.0,0.0
10117,T004,Nova Health,Healthcare,T004_U03,2026-02-26 09:45:00,Payment,Failed,North,1.0,922.25
10118,T004,Nova Health,Healthcare,T004_U04,2026-01-27 20:15:00,Payment,Success,South,1.0,375.0
10119,T004,Nova Health,Healthcare,T004_U04,2026-03-12 02:15:00,Login,Success,West,1.0,0.0
10120,T004,Nova Health,Healthcare,T004_U04,2026-03-30 19:45:00,Payment,Success,South,1.0,446.4
10121,T004,Nova Health,Healthcare,T004_U05,2026-03-31 14:00:00,Api_Call,Success,East,5.0,0.0
10122,T004,Nova Health,Healthcare,T004_U05,2026-03-26 06:45:00,Login,Failed,South,1.0,0.0
10123,T004,Nova Health,Healthcare,T004_U05,2026-03-24 04:30:00,Order,Success,North,2.0,1193.09
10124,T004,Nova Health,Healthcare,T004_U05,2026-03-18 23:30:00,Report_View,Success,West,1.0,0.0
10125,T004,Nova Health,Healthcare,T004_U05,2026-03-30 09:45:00,Payment,Failed,West,1.0,667.88
10126,T004,Nova Health,Healthcare,T004_U06,2026-02-25 23:30:00,Export,Success,North,1.0,0.0
10127,T004,Nova Health,Healthcare,T004_U06,2026-01-12 07:00:00,Api_Call,Success,North,2.0,0.0
10128,T004,Nova Health,Healthcare,T004_U06,2026-03-02 16:45:00,Payment,Success,West,1.0,959.48
10129,T005,Urban Foods,Food,T005_U01,2026-01-12 15:30:00,Report_View,Success,East,1.0,0.0
10130,T005,Urban Foods,Food,T005_U01,2026-03-27 03:15:00,Payment,Success,West,1.0,446.56
10131,T005,Urban Foods,Food,T005_U01,2026-02-21 17:00:00,Report_View,Success,East,1.0,0.0
10132,T005,Urban Foods,Food,T005_U01,2026-02-02 10:00:00,Report_View,Failed,North,1.0,0.0
10133,T005,Urban Foods,Food,T005_U01,2026-03-26 17:45:00,Report_View,Success,South,1.0,0.0
10134,T005,Urban Foods,Food,T005_U01,2026-03-08 11:45:00,Api_Call,Success,North,2.0,0.0
10135,T005,Urban Foods,Food,T005_U02,2026-03-12 04:30:00,Report_View,Success,North,1.0,0.0
10136,T005,Urban Foods,Food,T005_U02,2026-01-04 20:15:00,Api_Call,Success,East,5.0,0.0
10137,T005,Urban Foods,Food,T005_U02,2026-01-02 17:45:00,Login,Success,North,1.0,0.0
10138,T005,Urban Foods,Food,T005_U02,2026-03-01 03:15:00,Report_View,Success,East,1.0,0.0
10139,T005,Urban Foods,Food,T005_U02,2026-02-23 15:45:00,Order,Success,South,4.0,302.1
10140,T005,Urban Foods,Food,T005_U03,2026-01-09 08:45:00,Payment,Failed,East,1.0,1234.41
10141,T005,Urban Foods,Food,T005_U03,2026-02-06 23:30:00,Export,Failed,West,1.0,0.0
10142,T005,Urban Foods,Food,T005_U03,2026-01-20 14:45:00,Payment,Success,West,1.0,693.91
10143,T005,Urban Foods,Food,T005_U03,2026-02-11 06:15:00,Export,Success,South,1.0,0.0
10144,T005,Urban Foods,Food,T005_U04,2026-01-06 10:45:00,Api_Call,Success,West,2.0,0.0
10145,T005,Urban Foods,Food,T005_U04,2026-03-05 01:15:00,Export,Failed,East,1.0,0.0
10146,T005,Urban Foods,Food,T005_U04,2026-01-13 14:00:00,Export,Success,North,1.0,0.0
10147,T005,Urban Foods,Food,T005_U04,2026-01-19 13:15:00,Login,Success,East,1.0,0.0
10148,T005,Urban Foods,Food,T005_U04,2026-02-13 19:45:00,Api_Call,Success,East,5.0,0.0
10149,T005,Urban Foods,Food,T005_U04,2026-02-18 10:45:00,Export,Success,North,1.0,0.0
10150,T005,Urban Foods,Food,T005_U05,2026-03-22 21:30:00,Order,Success,West,1.0,1145.35
10151,T005,Urban Foods,Food,T005_U05,2026-01-13 14:15:00,Api_Call,Success,North,1.0,0.0
10152,T005,Urban Foods,Food,T005_U05,2026-02-11 01:30:00,Payment,Success,West,1.0,235.44
10153,T005,Urban Foods,Food,T005_U05,2026-03-09 13:15:00,Order,Success,North,5.0,1308.84
10154,T005,Urban Foods,Food,T005_U06,2026-03-05 18:15:00,Order,Success,East,4.0,397.88
10155,T005,Urban Foods,Food,T005_U06,2026-01-02 14:30:00,Api_Call,Failed,South,1.0,0.0
10156,T005,Urban Foods,Food,T005_U06,2026-02-26 11:30:00,Api_Call,Success,East,4.0,0.0
10157,T005,Urban Foods,Food,T005_U06,2026-02-08 06:45:00,Report_View,Success,South,1.0,0.0
10158,T005,Urban Foods,Food,T005_U07,2026-03-15 11:30:00,Api_Call,Success,North,4.0,0.0
10159,T005,Urban Foods,Food,T005_U07,2026-02-05 00:00:00,Export,Success,East,1.0,0.0
10160,T005,Urban Foods,Food,T005_U07,2026-01-30 19:30:00,Order,Success,East,2.0,949.81
10161,T005,Urban Foods,Food,T005_U07,2026-03-22 20:00:00,Payment,Success,North,1.0,877.77
10162,T005,Urban Foods,Food,T005_U07,2026-01-17 02:30:00,Payment,Success,South,1.0,317.18
10163,T005,Urban Foods,Food,T005_U07,2026-03-11 11:30:00,Order,Success,West,3.0,1124.91
10164,T005,Urban Foods,Food,T005_U08,2026-01-15 14:00:00,Order,Success,West,5.0,561.35
10165,T005,Urban Foods,Food,T005_U08,2026-02-20 00:30:00,Export,Success,West,1.0,0.0
10166,T005,Urban Foods,Food,T005_U08,2026-02-17 21:30:00,Export,Success,East,1.0,0.0
10167,T005,Urban Foods,Food,T005_U08,2026-01-14 21:15:00,Report_View,Success,East,1.0,0.0
10168,T005,Urban Foods,Food,T005_U08,2026-03-20 07:00:00,Api_Call,Success,East,4.0,0.0
10169,T006,Prime Logistics,Logistics,T006_U01,2026-01-18 01:00:00,Payment,Success,North,1.0,163.84
10170,T006,Prime Logistics,Logistics,T006_U01,2026-03-10 04:45:00,Report_View,Success,West,1.0,0.0
10171,T006,Prime Logistics,Logistics,T006_U01,2026-03-17 23:15:00,Report_View,Success,West,1.0,0.0
10172,T006,Prime Logistics,Logistics,T006_U02,2026-02-05 01:30:00,Order,Success,West,2.0,1286.07
10173,T006,Prime Logistics,Logistics,T006_U02,2026-01-13 21:30:00,Export,Success,North,1.0,0.0
10174,T006,Prime Logistics,Logistics,T006_U02,2026-02-20 08:15:00,Login,Success,North,1.0,0.0
10175,T006,Prime Logistics,Logistics,T006_U02,2026-03-26 06:00:00,Login,Success,South,1.0,0.0
10176,T006,Prime Logistics,Logistics,T006_U02,2026-01-17 18:15:00,Login,Failed,South,1.0,0.0
10177,T006,Prime Logistics,Logistics,T006_U02,2026-03-17 06:15:00,Payment,Success,North,1.0,430.37
10178,T006,Prime Logistics,Logistics,T006_U03,2026-01-17 17:30:00,Order,Success,North,2.0,41.99
10179,T006,Prime Logistics,Logistics,T006_U03,2026-01-31 18:30:00,Login,Success,East,1.0,0.0
10180,T006,Prime Logistics,Logistics,T006_U03,2026-01-07 04:45:00,Export,Success,North,1.0,0.0
10181,T006,Prime Logistics,Logistics,T006_U03,2026-03-02 14:30:00,Export,Failed,North,1.0,0.0
10182,T006,Prime Logistics,Logistics,T006_U04,2026-03-06 07:00:00,Api_Call,Failed,East,4.0,0.0
10183,T006,Prime Logistics,Logistics,T006_U04,2026-03-24 00:00:00,Report_View,Success,West,1.0,0.0
10184,T006,Prime Logistics,Logistics,T006_U04,2026-03-29 03:45:00,Api_Call,Success,North,1.0,0.0
10185,T006,Prime Logistics,Logistics,T006_U04,2026-02-11 19:15:00,Login,Success,East,1.0,0.0
10186,T006,Prime Logistics,Logistics,T006_U04,2026-03-21 20:30:00,Report_View,Failed,East,1.0,0.0
10187,T006,Prime Logistics,Logistics,T006_U04,2026-02-28 16:45:00,Login,Success,South,1.0,0.0
10188,T006,Prime Logistics,Logistics,T006_U05,2026-02-27 07:45:00,Payment,Success,West,1.0,635.66
10189,T006,Prime Logistics,Logistics,T006_U05,2026-01-13 10:45:00,Payment,Success,East,1.0,1431.32
10190,T006,Prime Logistics,Logistics,T006_U05,2026-03-29 15:00:00,Login,Success,North,1.0,0.0
10191,T006,Prime Logistics,Logistics,T006_U05,2026-02-25 03:30:00,Order,Failed,North,5.0,1435.8
10192,T006,Prime Logistics,Logistics,T006_U05,2026-03-13 10:00:00,Report_View,Success,West,1.0,0.0
10193,T006,Prime Logistics,Logistics,T006_U05,2026-01-07 09:30:00,Payment,Success,South,1.0,249.0
10194,T006,Prime Logistics,Logistics,T006_U06,2026-01-29 03:30:00,Export,Success,North,1.0,0.0
10195,T006,Prime Logistics,Logistics,T006_U06,2026-02-05 18:15:00,Report_View,Failed,North,1.0,0.0
10196,T006,Prime Logistics,Logistics,T006_U06,2026-03-19 21:30:00,Login,Success,East,1.0,0.0
10197,T006,Prime Logistics,Logistics,T006_U06,2026-03-31 09:30:00,Payment,Success,South,1.0,1307.4
10198,T006,Prime Logistics,Logistics,T006_U06,2026-03-14 21:45:00,Login,Success,North,1.0,0.0
10199,T006,Prime Logistics,Logistics,T006_U06,2026-01-12 23:15:00,Report_View,Success,West,1.0,0.0
10200,T006,Prime Logistics,Logistics,T006_U07,2026-01-21 11:30:00,Api_Call,Success,North,1.0,0.0
10201,T006,Prime Logistics,Logistics,T006_U07,2026-01-20 05:00:00,Api_Call,Success,East,4.0,0.0
10202,T006,Prime Logistics,Logistics,T006_U07,2026-03-26 13:45:00,Export,Success,West,1.0,0.0
10203,T006,Prime Logistics,Logistics,T006_U07,2026-02-04 06:00:00,Payment,Success,North,1.0,439.2
10204,T006,Prime Logistics,Logistics,T006_U07,2026-03-28 18:45:00,Export,Success,North,1.0,0.0
10205,T007,Eduspark,Education,T007_U01,2026-02-20 19:00:00,Login,Success,East,1.0,0.0
10206,T007,Eduspark,Education,T007_U01,2026-01-28 04:30:00,Payment,Success,North,1.0,31.44
10207,T007,Eduspark,Education,T007_U01,2026-02-25 05:15:00,Report_View,Failed,South,1.0,0.0
10208,T007,Eduspark,Education,T007_U01,2026-03-06 17:30:00,Login,Success,North,1.0,0.0
10209,T007,Eduspark,Education,T007_U02,2026-01-03 14:00:00,Payment,Failed,West,1.0,868.63
10210,T007,Eduspark,Education,T007_U02,2026-03-23 13:30:00,Login,Success,North,1.0,0.0
10211,T007,Eduspark,Education,T007_U02,2026-02-11 05:45:00,Api_Call,Success,North,4.0,0.0
10212,T007,Eduspark,Education,T007_U02,2026-01-14 07:45:00,Export,Success,North,1.0,0.0
10213,T007,Eduspark,Education,T007_U02,2026-02-20 09:30:00,Order,Success,South,1.0,775.52
10214,T007,Eduspark,Education,T007_U02,2026-01-15 16:15:00,Payment,Success,South,1.0,369.68
10215,T007,Eduspark,Education,T007_U03,2026-02-02 06:15:00,Export,Success,North,1.0,0.0
10216,T007,Eduspark,Education,T007_U03,2026-01-23 20:45:00,Report_View,Failed,West,1.0,0.0
10217,T007,Eduspark,Education,T007_U03,2026-03-29 18:30:00,Api_Call,Success,South,4.0,0.0
10218,T007,Eduspark,Education,T007_U03,2026-01-09 15:45:00,Api_Call,Success,East,5.0,0.0
10219,T007,Eduspark,Education,T007_U04,2026-02-15 16:00:00,Payment,Success,West,1.0,75.66
10220,T007,Eduspark,Education,T007_U04,2026-02-17 09:00:00,Api_Call,Success,West,4.0,0.0
10221,T007,Eduspark,Education,T007_U04,2026-03-16 17:00:00,Report_View,Failed,South,1.0,0.0
10222,T007,Eduspark,Education,T007_U05,2026-03-19 15:15:00,Login,Success,North,1.0,0.0
10223,T007,Eduspark,Education,T007_U05,2026-02-13 22:00:00,Export,Success,North,1.0,0.0
10224,T007,Eduspark,Education,T007_U05,2026-02-01 22:45:00,Report_View,Failed,South,1.0,0.0
10225,T007,Eduspark,Education,T007_U05,2026-02-16 11:30:00,Report_View,Success,East,1.0,0.0
10226,T007,Eduspark,Education,T007_U05,2026-03-28 19:00:00,Api_Call,Success,North,3.0,0.0
10227,T007,Eduspark,Education,T007_U06,2026-03-13 21:45:00,Payment,Success,South,1.0,513.38
10228,T007,Eduspark,Education,T007_U06,2026-03-16 21:15:00,Payment,Success,West,1.0,210.85
10229,T007,Eduspark,Education,T007_U06,2026-01-11 09:45:00,Api_Call,Success,South,5.0,0.0
10230,T008,Finedge,Finance,T008_U01,2026-03-24 21:45:00,Export,Success,North,1.0,0.0
10231,T008,Finedge,Finance,T008_U01,2026-02-16 09:15:00,Order,Success,West,2.0,355.28
10232,T008,Finedge,Finance,T008_U01,2026-01-18 04:00:00,Payment,Success,North,1.0,999.66
10233,T008,Finedge,Finance,T008_U02,2026-03-18 12:15:00,Order,Success,South,4.0,84.66
10234,T008,Finedge,Finance,T008_U02,2026-02-16 21:15:00,Report_View,Failed,East,1.0,0.0
10235,T008,Finedge,Finance,T008_U02,2026-02-27 07:15:00,Payment,Success,South,1.0,564.4
10236,T008,Finedge,Finance,T008_U02,2026-03-15 14:45:00,Payment,Success,West,1.0,1450.08
10237,T008,Finedge,Finance,T008_U03,2026-03-19 04:30:00,Login,Success,East,1.0,0.0
10238,T008,Finedge,Finance,T008_U03,2026-03-12 03:00:00,Payment,Success,South,1.0,423.73
10239,T008,Finedge,Finance,T008_U03,2026-03-07 04:45:00,Login,Success,West,1.0,0.0
10240,T008,Finedge,Finance,T008_U03,2026-02-14 00:45:00,Login,Success,East,1.0,0.0
10241,T008,Finedge,Finance,T008_U04,2026-02-19 02:30:00,Order,Success,East,1.0,1261.98
10242,T008,Finedge,Finance,T008_U04,2026-03-25 10:15:00,Order,Success,East,4.0,1050.19
10243,T008,Finedge,Finance,T008_U04,2026-01-18 22:45:00,Report_View,Failed,North,1.0,0.0
10244,T008,Finedge,Finance,T008_U04,2026-01-11 00:30:00,Order,Success,West,1.0,1168.74
10245,T008,Finedge,Finance,T008_U05,2026-02-08 03:00:00,Order,Success,West,1.0,184.07
10246,T008,Finedge,Finance,T008_U05,2026-03-05 19:00:00,Api_Call,Failed,South,2.0,0.0
10247,T008,Finedge,Finance,T008_U05,2026-02-07 13:00:00,Export,Success,South,1.0,0.0
10248,T008,Finedge,Finance,T008_U05,2026-03-15 13:15:00,Api_Call,Success,East,1.0,0.0
10249,T008,Finedge,Finance,T008_U06,2026-02-19 15:00:00,Api_Call,Success,East,3.0,0.0
10250,T008,Finedge,Finance,T008_U06,2026-01-03 11:00:00,Payment,Success,North,1.0,1161.82
10251,T008,Finedge,Finance,T008_U06,2026-02-12 04:00:00,Payment,Failed,East,1.0,1223.99
10252,T008,Finedge,Finance,T008_U07,2026-03-29 14:45:00,Api_Call,Success,South,1.0,0.0
10253,T008,Finedge,Finance,T008_U07,2026-02-28 01:30:00,Order,Success,South,1.0,487.08
10254,T008,Finedge,Finance,T008_U07,2026-02-09 16:45:00,Export,Success,East,1.0,0.0
10255,T008,Finedge,Finance,T008_U07,2026-01-05 20:15:00,Payment,Success,North,1.0,1301.38
10256,T008,Finedge,Finance,T008_U08,2026-02-04 03:30:00,Report_View,Success,North,1.0,0.0
10257,T008,Finedge,Finance,T008_U08,2026-02-19 10:15:00,Report_View,Success,East,1.0,0.0
10258,T008,Finedge,Finance,T008_U08,2026-03-08 08:00:00,Api_Call,Success,North,4.0,0.0
10259,T008,Finedge,Finance,T008_U08,2026-03-19 05:30:00,Payment,Success,North,1.0,505.32
10260,T008,Finedge,Finance,T008_U08,2026-02-07 09:45:00,Export,Success,South,1.0,0.0
10261,T008,Finedge,Finance,T008_U09,2026-02-14 14:00:00,Api_Call,Success,West,3.0,0.0
